Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	OG_id	COGclassID	ClassDescription	COGprocess
ICUT1P7001_v1_6860001	CDS	-3	3897980	3899056	no		protein of unknown function	471.1	1C5GP	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6880001	CDS	2	3900896	3901909	no		Acyl-CoA dehydrogenase/oxidase domain protein	683.3	063CU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6880002	CDS	1	3901897	3902673	no		LmbE-like protein	511.9	08XAP	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6880003	CDS	2	3902666	3903265	no		Methyltransferase type 12	404.1	08MAV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6880004	CDS	1	3903262	3903906	no		"Glycosyl transferase, group 2 family protein"	448.7	08Z8F	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_6880005	CDS	3	3904290	3905480	no		MFS transporter	679.9	06UW1	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_6880006	CDS	-1	3905542	3906978	no	otsA	Trehalose-6-phosphate synthase	967.2	05C1K	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_6880007	CDS	-2	3906966	3907817	no		Trehalose 6-phosphate phosphatase	524.6	08K4C	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_6880008	CDS	-1	3908329	3908523	no		Exodeoxyribonuclease VII	121.7	06F2G	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6880009	CDS	-3	3908516	3909778	no		Exodeoxyribonuclease 7 large subunit	649.8	05DVS	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6900002	CDS	2	3912353	3914176	no	dmdC	3-methylmercaptopropionyl-CoA dehydrogenase	1228	05CSU	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_6900003	CDS	2	3914606	3915124	no		protein of unknown function	336.3	08KZZ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6900004	CDS	3	3915165	3915296	no		protein of unknown function	90.1	08KZZ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6900005	CDS	-3	3915422	3916285	no	hchA	protein/nucleic acid deglycase 1	578.6	05TMR	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_6910001	CDS	-2	3916656	3916886	no		conserved protein of unknown function	99.8	06AAS	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6910002	CDS	-2	3917316	3917534	no		protein of unknown function	151.4	05GDU	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_6910006	CDS	-3	3919355	3920053	no	exoX	DNA exonuclease	459.1	05UMD	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6910007	CDS	3	3920544	3921803	no		Triacylglycerol lipase	796.2	08PSZ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6910008	CDS	3	3921960	3923213	no	glyA	serine hydroxymethyltransferase	827.4	05C65	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_6910009	CDS	2	3923384	3923788	no		Regulator of nucleoside diphosphate kinase	263.5	05NXH	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6910011	CDS	3	3924909	3926042	no	klaB	Protein KlaB	669.8	05CDW	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_6910013	CDS	2	3927173	3928738	no	ahpF	"alkyl hydroperoxide reductase, AhpF component"	958.4	08JU3	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_6910014	CDS	-1	3929026	3929280	no	yfhL	putative 4Fe-4S cluster-containing protein YfhL	181.8	COG1145	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_6910015	CDS	-2	3929295	3930695	no	yegQ	putative peptidase YegQ	935.6	05CFP	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_6910016	CDS	-2	3931158	3931586	no		Transcriptional regulator	277.3	05W1Y	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6910017	CDS	1	3931663	3932301	no		Cobalt transporter	403.7	05D04	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_6910018	CDS	-3	3932444	3933286	no		conserved protein of unknown function	555.1	08TNK	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6910019	CDS	1	3933538	3934104	no		TetR family transcriptional regulator	383.3	08HYI	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6910020	CDS	-2	3934494	3935294	no		conserved protein of unknown function	576.2	05J6I	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6910021	CDS	-2	3935403	3936182	no	fpr	Ferredoxin--NADP reductase	526.6	05DP0	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_6910022	CDS	3	3936288	3936995	no		"Methyltransferase, YaeB family"	469.2	08R96	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6910023	CDS	-3	3937001	3938257	no		conserved membrane protein of unknown function	750.4	COG3174	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6910024	CDS	3	3938466	3939236	no		protein of unknown function	514.2	07QHF	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_6920001	CDS	1	3939712	3940785	no		transposase	681	06F9V	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6930001	CDS	-2	3941202	3943337	no		protein of unknown function	1412.5	04RHA	Q	"Secondary metabolites biosynthesis, transport and catabolism"	METABOLISM
ICUT1P7001_v1_6940002	CDS	-3	3943982	3944953	no		Mobilization protein	594.7	05F8B	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6960001	CDS	2	3946499	3948367	no		Alpha/beta fold hydrolase	1204.5	06GJK	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6970001	CDS	3	3948501	3949175	no		Sulfite reductase (NADPH) flavoprotein alpha-component	456.4	04SJ9	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_6970002	CDS	1	3949195	3949605	no		"sulfite reductase, hemoprotein subunit (fragment)"	270.4	04SGY	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_6990002	CDS	-1	3952657	3953520	no		Tnp_DDE_dom domain-containing protein	569.7	06P6C	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6990005	CDS	2	3957071	3958078	no		conserved protein of unknown function	172.6	6933	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6990011	CDS	3	3961479	3962525	no		Mycobacteriophage Barnyard protein gp56	615.9	08K45	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6990013	CDS	1	3962668	3963711	no		YqaJ-like viral recombinase	589.7	08NF7	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6990014	CDS	1	3963853	3964785	no		Hydrolase or metal-binding protein	542	07CD7	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_6990015	CDS	1	3964882	3965109	no		Prophage CP4-57 regulatory protein alpA	108.6	0Y6KE	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_6990016	CDS	3	3965184	3965768	no		Class I SAM-dependent methyltransferase	281.6	05HQ9	Q	"Secondary metabolites biosynthesis, transport and catabolism"	METABOLISM
ICUT1P7001_v1_6990017	CDS	1	3965776	3966789	no		HNHc domain-containing protein	476.1	08UAW	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7000001	CDS	2	3967634	3968407	no		F420-dependent NADP oxidoreductase	473.4	05R6S	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_7000002	CDS	1	3968530	3969315	no		Fatty acid desaturase	522.3	08MFI	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_7000003	CDS	-2	3969369	3970145	no	trmB	tRNA (guanine-N(7)-)-methyltransferase	496.9	05CZ1	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_7000004	CDS	3	3970275	3972731	no		Extracellular nuclease	1552	07S83	Q	"Secondary metabolites biosynthesis, transport and catabolism"	METABOLISM
ICUT1P7001_v1_7000005	CDS	-2	3972798	3974240	no	ybaR	Putative sulfate transporter YbaR	875.9	COG0659	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_7000006	CDS	3	3974460	3975071	no		Glutathione S-transferase	413.7	08K3A	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7000007	CDS	3	3975228	3975809	no	mdaB	NADPH:quinone oxidoreductase MdaB	396.4	05NF4	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7000008	CDS	3	3975825	3976136	no	ygiN	putative quinol monooxygenase YgiN	201.8	COG1359	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7000009	CDS	-1	3976177	3976902	no		conserved exported protein of unknown function	478.8	090QG	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7000010	CDS	-2	3977115	3977978	no		Tnp_DDE_dom domain-containing protein	537	06P6C	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7000011	CDS	-2	3978072	3978857	no	thiG	Thiazole synthase	507.7	05CA8	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_7000012	CDS	-2	3978870	3979067	no	thiS	Sulfur carrier protein ThiS	129.4	067ZN	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_7000013	CDS	-1	3979087	3979452	no		conserved membrane protein of unknown function	232.3	COG2363	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7000014	CDS	-1	3979582	3980451	no	rpoH	"RNA polymerase, sigma 32 (sigma H) factor"	556.2	05DEK	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7000016	CDS	2	3981215	3981427	no	cspD	DNA replication inhibitor	148.3	05VEQ	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7000017	CDS	3	3981525	3982676	no	rhlB	ATP-dependent RNA helicase RhlB	758.8	05C1J	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7000018	CDS	-2	3982737	3983117	no		conserved exported protein of unknown function	231.9	076PS	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7000019	CDS	1	3983350	3983925	no		Putative NAD(P)H nitroreductase	374	069NU	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_7000020	CDS	3	3983949	3985022	no	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	683.7	05CSF	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_7000021	CDS	3	3985125	3985580	no		Phosphohistidine phosphatase SixA	299.7	08BY2	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7000022	CDS	2	3985610	3986749	no		Type II secretion system protein L	731.1	0XX1F	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7000024	CDS	1	3987319	3988329	no	pyrD	"dihydroorotate dehydrogenase, type 2"	645.6	07QYT	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7000025	CDS	3	3988326	3988910	no		Colicin V production protein	323.9	06A8D	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7000026	CDS	3	3988935	3990470	no	purF	amidophosphoribosyltransferase	1020.4	05CBA	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7000027	CDS	3	3990558	3992444	no		Peptidase M48	1161	05D0M	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7000029	CDS	2	3993245	3994213	no	ghrB	Glyoxylate/hydroxypyruvate reductase B	613.2	05C5I	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_7000030	CDS	2	3994298	3995737	no		Putative beta-barrel assembly-enhancing protease	911.8	05ERG	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7000031	CDS	-2	3995907	3996353	no		Glutamyl-tRNA amidotransferase	260	05KTH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7000032	CDS	-2	3996387	3996602	no	rpsU	30S ribosomal subunit protein S21	133.3	05VCC	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7000033	CDS	1	3996748	3997764	no	tsaD	"N(6)-L-threonylcarbamoyladenine synthase, TsaD subunit"	663.7	05CPM	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7000034	CDS	3	3998250	3998921	no	ycaC	putative hydrolase YcaC	429.9	05CHJ	Q	"Secondary metabolites biosynthesis, transport and catabolism"	METABOLISM
ICUT1P7001_v1_7000035	CDS	-3	3998918	3999121	no		DDE_Tnp_IS66_C domain-containing protein	139	COG3436	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7010001	CDS	1	3999394	3999600	no		protein of unknown function	87.8	061GU	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7010002	CDS	-2	3999597	4001630	no		Putative TonB-dependent receptor	1355.9	05UGU	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_7010003	CDS	3	4001769	4002533	no		conserved membrane protein of unknown function	496.5	06C1U	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7010004	CDS	2	4002686	4004467	no	aspS	aspartate--tRNA ligase	1176	05C9M	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7010006	CDS	3	4004856	4005728	no		Lipid A biosynthesis lauroyl acyltransferase	572.8	07WI0	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7010007	CDS	-2	4005750	4006586	no	lpsA	Lipooligosaccharide biosynthesis protein LpsA	310.8	05W1T	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7010008	CDS	3	4006746	4007654	no		Glycosyl transferase	589.7	08S8Q	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7010009	CDS	3	4007715	4007975	no		protein of unknown function	99	05FB8	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7010010	CDS	2	4008026	4008175	no		protein of unknown function	92	08WEB	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7020001	CDS	1	4008271	4009587	no		membrane protein of unknown function	837	05BZS	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7030001	CDS	-1	4009747	4009881	no		protein of unknown function	75.1	0AC90	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7030002	CDS	-1	4010389	4010553	no		protein of unknown function	92	0AC90	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7030003	CDS	-1	4010650	4010937	no		conserved protein of unknown function	129	0J5UN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7040001	CDS	-3	4011092	4011886	no		protein of unknown function	535.4	05VNT	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7040006	CDS	-1	4014448	4014951	no		conserved protein of unknown function	85.1	7.00E+76	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7040007	CDS	-2	4015047	4017116	no	glyS	glycine--tRNA ligase subunit beta	1285.4	05C38	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7040008	CDS	-3	4017116	4018105	no	glyQ	glycine--tRNA ligase subunit alpha	659.1	08HMW	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7040010	CDS	2	4018988	4020076	no		conserved membrane protein of unknown function	686.4	07W9U	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7040011	CDS	-1	4020172	4020447	no	pspC	DNA-binding transcriptional activator PspC	180.3	067S9	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7040013	CDS	-1	4021309	4021545	no		conserved protein of unknown function	155.2	090W4	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7050001	CDS	-2	4021779	4021937	no		protein of unknown function	89	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7050002	CDS	-3	4022111	4022434	no		protein of unknown function	164.1	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7050003	CDS	-1	4022470	4022796	no		protein of unknown function	204.5	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7060001	CDS	-3	4022975	4023136	no		protein of unknown function	100.9	04RQE	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7060002	CDS	-1	4023304	4024578	no		Translation elongation factor G	838.2	04RGT	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7070001	CDS	-2	4024740	4024904	no		protein of unknown function	110.2	COG1864	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7070002	CDS	-3	4024946	4025911	no		Endonuclease	630.9	05EZS	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7070003	CDS	-1	4025980	4026465	no		Endonuclease_NS domain-containing protein	310.5	COG1864	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7070005	CDS	-1	4027375	4029252	no	kup	putative potassium transport system protein kup	1119	05DFH	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_7070006	CDS	3	4029645	4030814	no		putative Prophage integrase IntS	650.2	05DFP	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7070007	CDS	3	4031007	4032443	no		Deoxyguanosinetriphosphate triphosphohydrolase	953.4	05C4Q	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7070009	CDS	1	4033198	4033521	no		conserved protein of unknown function	180.6	0770X	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7070010	CDS	3	4033536	4034741	no		PfkB carbohydrate kinase family protein	808.9	08KIV	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7070010	CDS	3	4033536	4034741	no		PfkB carbohydrate kinase family protein	808.9	08KIV	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_7070011	CDS	2	4034741	4035346	no		Queuosine Biosynthesis QueC ATPase	421.8	08VJ0	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_7070012	CDS	3	4035324	4035566	no		protein of unknown function	161	07MRY	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7080001	CDS	-1	4035787	4036824	no		membrane protein of unknown function	101.3	05J7Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7090001	CDS	-3	4037576	4038760	no	atoB	acetyl-CoA acetyltransferase	757.7	04RQV	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_7100001	CDS	3	4039197	4040000	no		protein of unknown function	221.5	0A5PR	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7110001	CDS	3	4040706	4041212	no		protein of unknown function	341.3	04TQA	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7110002	CDS	2	4041209	4042201	no	plsX	Phosphate acyltransferase	625.9	04RCZ	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_7110003	CDS	3	4042212	4042448	no	acpP	acyl carrier protein	143.7	08JYS	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_7120001	CDS	-1	4042549	4044141	no		MobA/MobL family protein	209.1	05F8B	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7120004	CDS	-3	4045028	4046011	no		Rep_3 domain-containing protein	81.6	05NM1	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7130001	CDS	1	4047313	4048200	no		Plasmid replicase	291.6	05SJ4	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7130004	CDS	2	4049327	4051285	no		conserved protein of unknown function	628.6	08Y05	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7130005	CDS	3	4051356	4051637	no		CopG family transcriptional regulator	96.7	05WXZ	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7130006	CDS	2	4051625	4051918	no		putative Toxin RelE3	87	05QVQ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7130007	CDS	1	4052134	4052325	no		protein of unknown function	70.9	05SJ4	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7140001	CDS	-2	4052418	4052627	no		protein of unknown function	84	COG5527	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7140002	CDS	-2	4053378	4055096	no		protein of unknown function	286.6	05F8B	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7140003	CDS	2	4055309	4055617	no		Eukaryotic translation initiation factor 3 110 kDa subunit	99.4	07B5I	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7140004	CDS	-2	4055607	4056503	no		RepB family plasmid replication initiator protein	424.9	COG5527	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7150001	CDS	-3	4056965	4058038	no		conserved protein of unknown function	135.6	077Z7	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7150002	CDS	-3	4058066	4058893	no		CDP-diacylglycerol--serine O-phosphatidyltransferase	519.2	06PT6	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_7150003	CDS	-2	4058937	4059794	no	rlmJ	Ribosomal RNA large subunit methyltransferase J	605.1	05D6S	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7150004	CDS	1	4059910	4060512	no		Oxidoreductase	419.5	9084	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7150006	CDS	-3	4061198	4061455	no		conserved protein of unknown function	141.7	05YZV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7150007	CDS	-3	4061561	4061821	no		conserved protein of unknown function	183.3	05YZV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7150008	CDS	-1	4061995	4062981	no	mdh	Malate dehydrogenase	648.7	05D9Z	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_7150010	CDS	-3	4063151	4063813	no		Ribonuclease I	437.6	083KI	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7150011	CDS	-3	4063832	4065799	no		Soluble lytic murein transglycosylase precursor	1281.2	07SC1	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7150012	CDS	3	4066110	4067567	no	miaB	isopentenyl-adenosine A37 tRNA methylthiolase	978	05CIW	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7150013	CDS	2	4067606	4068682	no	ybeZ	PhoH-like protein	697.2	05C9A	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7150014	CDS	2	4068740	4069219	no	ybeY	Endoribonuclease YbeY	318.2	05KGE	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7150015	CDS	1	4069273	4069731	no		conserved protein of unknown function	274.6	070Z8	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7150016	CDS	-1	4069777	4070655	no		TonB family domain protein	550.1	08USX	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7150018	CDS	2	4071728	4072438	no		conserved exported protein of unknown function	455.7	05RDX	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7150019	CDS	2	4072529	4073104	no	xpt	Xanthine phosphoribosyltransferase	356.7	08UPS	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_7160004	CDS	1	4074619	4075554	no		Replication protein	591.3	0504W	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7170001	CDS	-1	4075918	4076256	no		protein of unknown function	179.1	063CS	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7170003	CDS	-1	4077022	4077525	no		protein of unknown function	181.4	063CS	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7180001	CDS	-3	4078385	4079176	no		YycI domain-containing protein	502.7	04UFN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7180002	CDS	-3	4079177	4080514	no		SA_27: YycH protein	887.5	04UXH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7180003	CDS	-2	4080507	4081058	no		putative Histidine kinase	369.4	04RCK	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_7200001	CDS	2	4084304	4084411	no		protein of unknown function	74.3	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7220001	CDS	2	4087556	4088188	no		protein of unknown function	407.5	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7240001	CDS	-1	4091575	4092981	no		transposase	675.6	04W1C	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7250002	CDS	2	4094516	4094872	no		Roadblock/LC7 domain-containing protein	183	05K45	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_7250003	CDS	-1	4094923	4095795	no		Histone deacetylase	374.8	COG0123	B	Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7250003	CDS	-1	4094923	4095795	no		Histone deacetylase	374.8	COG0123	Q	"Secondary metabolites biosynthesis, transport and catabolism"	METABOLISM
ICUT1P7001_v1_7250005	CDS	-3	4096937	4097971	no	cfaD	CFA/I fimbrial subunit D	262.7	07EHP	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_7250006	CDS	2	4098086	4099303	no	alkB	Alkane 1-monooxygenase	583.9	05EEF	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_7250007	CDS	1	4099300	4099464	no	rubA	Rubredoxin	108.2	05VCQ	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_7250009	CDS	3	4100088	4101260	no		Aromatic hydrocarbon degradation protein	348.2	08KKB	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
