COGs IDS	COG_Ids	func	name
COG3610	COG3610	S	Uncharacterized membrane protein YjjB, DUF3815 family
COG3613	COG3613	F	Nucleoside 2-deoxyribosyltransferase
COG3614	COG3614	T	Extracellular (periplasmic) sensor domain CHASE1 (specificity unknown)
COG3615	COG3615N	N	NA
COG3616	COG3616	E	D-serine deaminase, pyridoxal phosphate-dependent
COG3617	COG3617	X	Prophage antirepressor
COG3618	COG3618	R	Predicted metal-dependent hydrolase, TIM-barrel fold
COG3619	COG3619	S	Uncharacterized membrane protein YoaK, UPF0700 family
COG3620	COG3620	K	Predicted transcriptional regulator with C-terminal CBS domains
COG3621	COG3621	R	Patatin-like phospholipase/acyl hydrolase
COG3622	COG3622	G	Hydroxypyruvate isomerase
COG3623	COG3623	G	L-ribulose-5-phosphate 3-epimerase UlaE
COG3624	COG3624	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
COG3625	COG3625N	N	NA
COG3626	COG3626	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
COG3627	COG3627	P	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
COG3628	COG3628	X	Phage baseplate assembly protein W
COG3629	COG3629	T	DNA-binding transcriptional activator of the SARP family
COG3630	COG3630	C	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, gamma subunit
COG3631	COG3631	R	Ketosteroid isomerase-related protein
COG3633	COG3633	E	Na+/serine symporter
COG3634	COG3634	V	Alkyl hydroperoxide reductase subunit AhpF
COG3636	COG3636N	N	NA
COG3637	COG3637	M	Opacity protein and related surface antigens
COG3638	COG3638	P	ABC-type phosphate/phosphonate transport system, ATPase component
COG3639	COG3639	P	ABC-type phosphate/phosphonate transport system, permease component
COG3641	COG3641	S	Uncharacterized membrane protein (does not regulate perfringolysin O expression)
COG3642	COG3642	J	tRNA A-37 threonylcarbamoyl transferase component Bud32
COG3645	COG3645	X	Phage antirepressor protein YoqD, KilAC domain
COG3646	COG3646	X	Phage regulatory protein Rha
COG3647	COG3647	S	Uncharacterized membrane protein YjdF
COG3650	COG3650	S	Uncharacterized membrane protein
COG3651	COG3651	S	Uncharacterized conserved protein, DUF2237 family
COG3652	COG3652	S	Predicted outer membrane protein
COG3653	COG3653	Q	N-acyl-D-aspartate/D-glutamate deacylase
COG3654	COG3654	X	Prophage maintenance system killer protein
COG3655	COG3655	K	DNA-binding transcriptional regulator, XRE family
COG3656	COG3656	S	Predicted periplasmic protein
COG3657	COG3657	V	Putative component of the toxin-antitoxin plasmid stabilization module
COG3658	COG3658	C	Cytochrome b
COG3659	COG3659	M	Carbohydrate-selective porin OprB
COG3660	COG3660	D	Mitochondrial fission protein ELM1
COG3662	COG3662	S	Uncharacterized conserved protein, DUF2236 family
COG3663	COG3663	L	G:T/U-mismatch repair DNA glycosylase
COG3665	COG3665	S	Uncharacterized conserved protein YcgI, DUF1989 family
COG3666	COG3666	X	Transposase
COG3667	COG3667	P	Uncharacterized protein involved in copper resistance
COG3668	COG3668	X	Plasmid stabilization system protein ParE
COG3669	COG3669	G	Alpha-L-fucosidase
COG3671	COG3671	S	Uncharacterized membrane protein
COG3672	COG3672	O	Predicted transglutaminase-like cysteine proteinase
COG3673	COG3673	S	Uncharacterized protein, PA2063/DUF2235 family
COG3676	COG3676	X	Transposase and inactivated derivatives
COG3677	COG3677	X	Transposase
COG3678	COG3678	O	Periplasmic protein refolding chaperone Spy/CpxP family
COG3681	COG3681	E	L-cysteine desulfidase
COG3682	COG3682	K	Predicted transcriptional regulator
COG3683	COG3683	R	ABC-type uncharacterized transport system, periplasmic component
COG3684	COG3684	G	Tagatose-1,6-bisphosphate aldolase
COG3685	COG3685	P	Ferritin-like metal-binding protein YciE
COG3686	COG3686	S	Uncharacterized conserved protein, MAPEG superfamily
COG3687	COG3687	R	Predicted metal-dependent hydrolase
COG3689	COG3689	S	Uncharacterized membrane protein YcgQ,  UPF0703/DUF1980 family
COG3691	COG3691	S	Uncharacterized conserved protein YfcZ, UPF0381/DUF406 family
COG3693	COG3693	G	Endo-1,4-beta-xylanase, GH35 family
COG3695	COG3695	K	Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain
COG3696	COG3696	P	Cu/Ag efflux pump CusA
COG3698	COG3698	S	Uncharacterized protein YigE, DUF2233 family
COG3701	COG3701	U	Type IV secretory pathway, TrbF components
COG3702	COG3702	U	Type IV secretory pathway, VirB3 components
COG3703	COG3703	P	Cation transport regulator ChaC
COG3704	COG3704	U	Type IV secretory pathway, VirB6 components
COG3705	COG3705	E	ATP phosphoribosyltransferase regulatory subunit HisZ
COG3706	COG3706	T	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain
COG3707	COG3707	T	Two-component response regulator, AmiR/NasT family, consists of REC and RNA-binding antiterminator (ANTAR) domains
COG3708	COG3708	K	Predicted transcriptional regulator YdeE, contains AraC-type DNA-binding domain
COG3709	COG3709N	N	NA
COG3710	COG3710	K	DNA-binding winged helix-turn-helix (wHTH) domain
COG3711	COG3711	K	Transcriptional antiterminator
COG3712	COG3712N	N	NA
COG3713	COG3713	M	Outer membrane scaffolding protein for murein synthesis, MipA/OmpV family
COG3714	COG3714	S	Uncharacterized membrane protein YhhN
COG3715	COG3715	G	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC
COG3717	COG3717	G	5-keto 4-deoxyuronate isomerase
COG3718	COG3718	G	5-deoxy-D-glucuronate isomerase
COG3719	COG3719N	N	NA
COG3720	COG3720	P	Putative heme degradation protein
COG3721	COG3721N	N	NA
COG3722	COG3722	K	DNA-binding transcriptional regulator, MltR family
COG3724	COG3724	E	Succinylarginine dihydrolase
COG3725	COG3725	V	Membrane protein required for beta-lactamase induction
COG3726	COG3726N	N	NA
COG3727	COG3727N	N	NA
COG3729	COG3729	R	General stress protein YciG, contains tandem KGG domains
COG3730	COG3730	G	Phosphotransferase system sorbitol-specific component IIC
COG3731	COG3731	G	Phosphotransferase system sorbitol-specific component IIA
COG3732	COG3732	G	Phosphotransferase system sorbitol-specific component IIBC
COG3734	COG3734N	N	NA
COG3735	COG3735	S	Uncharacterized conserved protein YbaP, TraB family
COG3736	COG3736N	N	NA
COG3737	COG3737	S	Uncharacterized conserved protein, contains Mth938-like domain
COG3738	COG3738N	N	NA
COG3739	COG3739	S	Uncharacterized membrane protein YoaT, DUF817 family
COG3740	COG3740	X	Phage head maturation protease
COG3741	COG3741N	N	NA
COG3744	COG3744	V	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)
COG3745	COG3745	U	Flp pilus assembly protein CpaB
COG3746	COG3746	P	Phosphate-selective porin
COG3747	COG3747	X	Phage terminase, small subunit
COG3748	COG3748	S	Uncharacterized membrane protein
COG3749	COG3749N	N	NA
COG3750	COG3750	S	Uncharacterized conserved protein, UPF0335 family
COG3751	COG3751N	N	NA
COG3752	COG3752	R	Steroid 5-alpha reductase family enzyme
COG3753	COG3753	S	Uncharacterized conserved protein YidB, DUF937 family
COG3754	COG3754	M	Lipopolysaccharide biosynthesis protein
COG3755	COG3755	S	Uncharacterized conserved protein YecT, DUF1311 family
COG3757	COG3757N	N	NA
COG3758	COG3758	T	Various environmental stresses-induced protein Ves (function unknown)
COG3759	COG3759	S	Uncharacterized membrane protein
COG3760	COG3760	S	Uncharacterized protein
COG3761	COG3761N	N	NA
COG3762	COG3762	S	Uncharacterized membrane protein
COG3764	COG3764	M	Sortase (surface protein transpeptidase)
COG3766	COG3766	S	Uncharacterized membrane protein YjfL, UPF0719 family
COG3767	COG3767	S	Uncharacterized low-complexity protein
COG3768	COG3768N	N	NA
COG3770	COG3770	M	Murein endopeptidase
COG3771	COG3771	S	Uncharacterized membrane protein YciS, DUF1049 family
COG3772	COG3772	M	Phage-related lysozyme (muramidase), GH24 family
COG3773	COG3773	D	Cell wall hydrolase CwlJ, involved in spore germination
COG3774	COG3774	M	Mannosyltransferase OCH1 or related enzyme
COG3775	COG3775	G	Phosphotransferase system, galactitol-specific IIC component
COG3776	COG3776	S	Uncharacterized conserved protein YhhL, DUF1145 family
COG3777	COG3777	I	Hydroxyacyl-ACP dehydratase HTD2, hotdog domain
COG3779	COG3779	S	Uncharacterized conserved protein YegJ, DUF2314 family
COG3781	COG3781	P	Predicted membrane chloride channel, bestrophin family
COG3782	COG3782	S	Uncharacterized protein
COG3784	COG3784	S	Uncharacterized conserved protein YdbL, DUF1318 family
COG3785	COG3785N	N	NA
COG3786	COG3786	M	L,D-peptidoglycan transpeptidase YkuD, ErfK/YbiS/YcfS/YnhG family
COG3788	COG3788	S	Uncharacterized membrane protein YecN, MAPEG domain
COG3789	COG3789	S	Uncharacterized protein YjfI, DUF2170 family
COG3791	COG3791N	N	NA
COG3794	COG3794	C	Plastocyanin
COG3795	COG3795	S	Uncharacterized conserved protein
COG3797	COG3797	S	Uncharacterized conserved protein, DUF1697 family
COG3800	COG3800	R	Predicted transcriptional regulator
COG3802	COG3802	S	Uncharacterized protein
COG3803	COG3803	S	Uncharacterized conserved protein, DUF924 family
COG3805	COG3805	Q	Aromatic ring-cleaving dioxygenase
COG3806	COG3806	T	Anti-sigma factor ChrR, cupin superfamily
COG3807	COG3807	S	SH3-like domain
COG3808	COG3808	C	Na+ or H+-translocating membrane pyrophosphatase
COG3809	COG3809	R	Predicted nucleic acid-binding protein, contains Zn-finger domain
COG3811	COG3811N	N	NA
COG3812	COG3812	S	Uncharacterized protein
COG3813	COG3813	S	Uncharacterized protein
COG3814	COG3814	S	Uncharacterized protein
COG3816	COG3816	S	Uncharacterized protein
COG3817	COG3817	S	Uncharacterized membrane protein
COG3818	COG3818	R	Predicted acetyltransferase, GNAT superfamily
COG3819	COG3819	S	Uncharacterized membrane protein
COG3820	COG3820	S	Uncharacterized protein
COG3821	COG3821	S	Uncharacterized membrane protein
COG3823	COG3823	O	Glutamine cyclotransferase
COG3824	COG3824	O	Predicted Zn-dependent protease, minimal metalloprotease (MMP)-like domain
COG3825	COG3825	S	Uncharacterized conserved protein,  contains von Willebrand factor type A (vWA) domain
COG3827	COG3827	D	Cell pole-organizing protein PopZ
COG3828	COG3828	R	Type 1 glutamine amidotransferase (GATase1)-like domain
COG3829	COG3829	K	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding Fis domains
COG3830	COG3830	T	ACT domain, binds amino acids and other small ligands
COG3831	COG3831	K	WGR domain, predicted DNA-binding domain in MolR
COG3832	COG3832	S	Uncharacterized conserved protein YndB, AHSA1/START domain
COG3833	COG3833	G	ABC-type maltose transport system, permease component
COG3835	COG3835	K	Sugar diacid utilization regulator
COG3836	COG3836	G	2-keto-3-deoxy-L-rhamnonate aldolase RhmA
COG3838	COG3838	U	Type IV secretory pathway, VirB2 components (pilins)
COG3839	COG3839	G	ABC-type sugar transport system, ATPase component
COG3840	COG3840	H	ABC-type thiamine transport system, ATPase component
COG3842	COG3842	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components
COG3843	COG3843	U	Type IV secretory pathway, VirD2 components (relaxase)
COG3844	COG3844	E	Kynureninase
COG3845	COG3845	R	ABC-type uncharacterized transport system, ATPase component
COG3846	COG3846	U	Type IV secretory pathway, TrbL components
COG3847	COG3847	U	Flp pilus assembly protein, pilin Flp
COG3850	COG3850	T	Signal transduction histidine kinase, nitrate/nitrite-specific
COG3851	COG3851N	N	NA
COG3852	COG3852	T	Signal transduction histidine kinase, nitrogen specific
COG3853	COG3853	V	Uncharacterized conserved protein YaaN involved in tellurite resistance
COG3856	COG3856	S	Small basic protein (function unknown)
COG3861	COG3861	S	Stress response protein YsnF (function unknown)
COG3863	COG3863	S	Uncharacterized protein YycO
COG3865	COG3865	R	Glyoxalase superfamily enzyme, possibly 3-demethylubiquinone-9 3-methyltransferase
COG3866	COG3866	G	Pectate lyase
COG3870	COG3870	S	Uncharacterized protein YaaQ
COG3871	COG3871	S	General stress protein 26 (function unknown)
COG3876	COG3876	S	Uncharacterized conserved protein YbbC, DUF1343 family
COG3879	COG3879	S	Uncharacterized conserved protein YlxW, UPF0749 family
COG3882	COG3882	I	Predicted enzyme involved in methoxymalonyl-ACP biosynthesis
COG3883	COG3883	S	Uncharacterized N-terminal domain of peptidoglycan hydrolase CwlO
COG3884	COG3884	I	Acyl-ACP thioesterase
COG3887	COG3887	T	c-di-AMP phosphodiesterase, consists of a GGDEF-like and DHH domains
COG3892	COG3892	G	Myo-inositol catabolism protein IolC
COG3895	COG3895	M	Membrane-bound inhibitor of C-type lysozyme
COG3897	COG3897	R	Predicted nicotinamide N-methyase
COG3901	COG3901	K	Regulator of nitric oxide reductase transcription
COG3904	COG3904	S	Predicted periplasmic protein
COG3905	COG3905	K	Predicted transcriptional regulator
COG3907	COG3907	R	Membrane-associated enzyme, PAP2 (acid phosphatase) superfamily
COG3909	COG3909	C	Cytochrome c556
COG3910	COG3910	R	Predicted ATPase
COG3911	COG3911	R	Predicted ATPase
COG3913	COG3913	S	Uncharacterized protein
COG3916	COG3916	T	N-acyl-L-homoserine lactone synthetase
COG3917	COG3917	Q	2-hydroxychromene-2-carboxylate isomerase
COG3919	COG3919	R	Predicted ATP-dependent carboligase, ATP-grasp superfamily
COG3920	COG3920	T	Two-component sensor histidine kinase, HisKA and HATPase domains
COG3921	COG3921	S	Uncharacterized conserved protein
COG3926	COG3926	R	Lysozyme family protein
COG3930	COG3930	S	Uncharacterized protein
COG3931	COG3931	E	Predicted N-formylglutamate amidohydrolase
COG3937	COG3937	Q	Polyhydroxyalkanoate synthesis regulator phasin
COG3938	COG3938	E	Proline racemase
COG3940	COG3940	G	Beta-xylosidase, GH43 family
COG3941	COG3941	X	Phage tail tape-measure protein, controls tail length
COG3942	COG3942	M	Surface antigen
COG3943	COG3943	S	Uncharacterized conserved protein
COG3944	COG3944	M	Capsular polysaccharide biosynthesis protein
COG3945	COG3945	R	Hemerythrin-like domain
COG3946	COG3946	U	Type IV secretory pathway, VirJ component
COG3948	COG3948	X	Phage-related baseplate assembly protein
COG3949	COG3949	S	Uncharacterized membrane protein YkvI
COG3950	COG3950	R	Predicted ATP-binding protein involved in virulence
COG3951	COG3951	N	Rod binding protein domain
COG3952	COG3952	R	Uncharacterized N-terminal domain of lipid-A-disaccharide synthase
COG3954	COG3954	G	Phosphoribulokinase
COG3956	COG3956	R	Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain
COG3957	COG3957	G	Phosphoketolase
COG3958	COG3958	G	Transketolase, C-terminal subunit
COG3959	COG3959	G	Transketolase, N-terminal subunit
COG3960	COG3960	Q	Glyoxylate carboligase
COG3961	COG3961	G	TPP-dependent 2-oxoacid decarboxylase, includes indolepyruvate decarboxylase
COG3962	COG3962	G	TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism
COG3963	COG3963	I	Phospholipid N-methyltransferase
COG3964	COG3964	R	Predicted amidohydrolase
COG3965	COG3965	P	Predicted Co/Zn/Cd cation transporter, cation efflux family
COG3967	COG3967	M	Short-chain dehydrogenase involved in D-alanine esterification of teichoic acids
COG3968	COG3968	E	Glutamine synthetase type III
COG3970	COG3970	R	Fumarylacetoacetate (FAA) hydrolase family protein
COG3971	COG3971	Q	2-keto-4-pentenoate hydratase
COG3973	COG3973	L	DNA helicase IV
COG3975	COG3975	R	Predicted metalloprotease, contains C-terminal PDZ domain
COG3978	COG3978	C	Acetolactate synthase small subunit, contains ACT domain
COG3979	COG3979	G	Chitodextrinase
COG3980	COG3980	M	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase
COG4059	COG4059	H	Tetrahydromethanopterin S-methyltransferase, subunit E
COG4067	COG4067	S	Uncharacterized conserved protein
COG4091	COG4091	E	Predicted homoserine dehydrogenase, contains C-terminal SAF domain
COG4093	COG4093	S	Uncharacterized protein
COG4096	COG4096	V	Type I site-specific restriction endonuclease, part of a restriction-modification system
COG4097	COG4097	P	Predicted ferric reductase
COG4099	COG4099	R	Predicted peptidase
COG4103	COG4103	S	Uncharacterized conserved protein, tellurite resistance protein B (TerB) family
COG4104	COG4104	U	Zn-binding Pro-Ala-Ala-Arg (PAAR) domain, incolved in TypeVI secretion
COG4105	COG4105	M	Outer membrane protein assembly factor BamD, BamD/ComL family
COG4106	COG4106	C	Trans-aconitate methyltransferase
COG4107	COG4107	P	ABC-type phosphonate transport system, ATPase component
COG4108	COG4108	J	Peptide chain release factor RF-3
COG4110	COG4110	V	Uncharacterized protein involved in tellurium resistance
COG4111	COG4111	S	Uncharacterized conserved protein
COG4113	COG4113	R	Predicted nucleic acid-binding protein, contains PIN domain
COG4115	COG4115	V	Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family
COG4118	COG4118	V	Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor
COG4120	COG4120	R	ABC-type uncharacterized transport system, permease component
COG4121	COG4121	J	tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC
COG4122	COG4122	R	Predicted O-methyltransferase YrrM
COG4123	COG4123	J	tRNA1(Val) A37 N6-methylase TrmN6
COG4124	COG4124	G	Beta-mannanase
COG4125	COG4125	S	Uncharacterized membrane protein
COG4126	COG4126	E	Asp/Glu/hydantoin racemase
COG4127	COG4127	R	Predicted restriction endonuclease, Mrr-cat superfamily
COG4128	COG4128	R	Zona occludens toxin, predicted ATPase
COG4129	COG4129	S	Uncharacterized membrane protein YgaE, UPF0421/DUF939 family
COG4130	COG4130	G	Predicted sugar epimerase, xylose isomerase-like family
COG4132	COG4132	R	ABC-type uncharacterized transport system, permease component
COG4133	COG4133	O	ABC-type transport system involved in cytochrome c biogenesis, ATPase component
COG4134	COG4134	R	ABC-type uncharacterized transport system YnjBCD, periplasmic component
COG4137	COG4137	R	ABC-type uncharacterized transport system, permease component
COG4143	COG4143	H	ABC-type thiamine transport system, periplasmic component
COG4145	COG4145	H	Na+/panthothenate symporter
COG4146	COG4146	R	Uncharacterized membrane permease YidK, sodium:solute symporter family
COG4147	COG4147	C	Na+(or H+)/acetate symporter ActP
COG4148	COG4148	P	ABC-type molybdate transport system, ATPase component
COG4149	COG4149	P	ABC-type molybdate transport system, permease component
COG4150	COG4150	P	ABC-type sulfate transport system, periplasmic component
COG4152	COG4152	R	ABC-type uncharacterized transport system, ATPase component
COG4154	COG4154	G	L-fucose mutarotase/ribose pyranase, RbsD/FucU family
COG4158	COG4158	R	Predicted ABC-type sugar transport system, permease component
COG4160	COG4160	E	ABC-type arginine/histidine transport system, permease component
COG4166	COG4166	E	ABC-type oligopeptide transport system, periplasmic component
COG4167	COG4167	V	ABC-type antimicrobial peptide transport system, ATPase component
COG4170	COG4170	V	ABC-type antimicrobial peptide transport system, ATPase component
COG4171	COG4171	V	ABC-type antimicrobial peptide transport system, permease component
COG4172	COG4172	Q	ABC-type microcin C transport system, duplicated ATPase component YejF
COG4174	COG4174	Q	ABC-type microcin C transport system, permease component YejB
COG4175	COG4175	E	ABC-type proline/glycine betaine transport system, ATPase component
COG4176	COG4176	E	ABC-type proline/glycine betaine transport system, permease component
COG4177	COG4177	E	ABC-type branched-chain amino acid transport system, permease component
COG4178	COG4178	R	ABC-type uncharacterized transport system, permease and ATPase components
COG4181	COG4181	Q	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component
COG4185	COG4185	R	Predicted ABC-type ATPase
COG4188	COG4188	R	Predicted dienelactone hydrolase
COG4189	COG4189	K	Predicted transcriptional regulator
COG4191	COG4191	T	Signal transduction histidine kinase regulating C4-dicarboxylate transport system
COG4197	COG4197	K	DNA-binding transcriptional regulator YdaS, prophage-encoded, Cro superfamily
COG4198	COG4198	S	Uncharacterized conserved protein, DUF1015 family
COG4206	COG4206	H	Outer membrane cobalamin receptor protein
COG4208	COG4208	P	ABC-type sulfate transport system, permease component
COG4209	COG4209	G	ABC-type polysaccharide transport system, permease component
COG4213	COG4213	G	ABC-type xylose transport system, periplasmic component
COG4214	COG4214	G	ABC-type xylose transport system, permease component
COG4215	COG4215	E	ABC-type arginine transport system, permease component
COG4219	COG4219	T	Signal transducer regulating beta-lactamase production, contains  metallopeptidase domain
COG4221	COG4221	C	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
COG4222	COG4222	S	Uncharacterized conserved protein
COG4225	COG4225	G	Rhamnogalacturonyl hydrolase YesR
COG4226	COG4226	R	Predicted nuclease of the RNAse H fold, HicB family
COG4227	COG4227	L	Antirestriction protein ArdC
COG4229	COG4229	E	Enolase-phosphatase E1 involved in merthionine salvage
COG4230	COG4230	E	Delta 1-pyrroline-5-carboxylate dehydrogenase
COG4232	COG4232	O	Thiol:disulfide interchange protein
COG4233	COG4233	O	Thiol-disulfide interchange protein, contains DsbC and DsbD domains
COG4235	COG4235	C	Cytochrome c-type biogenesis protein CcmH/NrfG
COG4238	COG4238	M	Outer membrane murein-binding lipoprotein Lpp
COG4239	COG4239	Q	ABC-type microcin C transport system, permease component YejE
COG4240	COG4240	R	Pantothenate kinase-related protein Tda10 (topoisomerase I damage affected protein)
COG4244	COG4244	S	Uncharacterized membrane protein
COG4245	COG4245	S	Uncharacterized conserved protein YegL, contains vWA domain of TerY type
COG4246	COG4246	S	Uncharacterized protein
COG4247	COG4247	I	3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)
COG4249	COG4249	R	Uncharacterized protein, contains caspase domain
COG4251	COG4251	T	Bacteriophytochrome (light-regulated signal transduction histidine kinase)
COG4253	COG4253	S	Uncharacterized conserved protein, DUF2345 family
COG4254	COG4254	R	Uncharacterized conserved protein, contains LysM and FecR  domains
COG4255	COG4255	S	Uncharacterized protein
COG4256	COG4256	H	Hemin uptake protein HemP
COG4258	COG4258	R	Predicted exporter
COG4259	COG4259	S	Uncharacterized protein
COG4260	COG4260	O	Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain
COG4261	COG4261	R	Predicted acyltransferase, LPLAT superfamily
COG4262	COG4262	R	Predicted spermidine synthase with an N-terminal membrane domain
COG4263	COG4263	P	Nitrous oxide reductase
COG4264	COG4264	P	Siderophore synthetase component
COG4266	COG4266	F	Allantoicase
COG4268	COG4268	V	5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC
COG4269	COG4269	S	Uncharacterized membrane protein YjgN, DUF898 family
COG4270	COG4270	S	Uncharacterized membrane protein
COG4272	COG4272	S	Uncharacterized membrane protein
COG4275	COG4275	S	Uncharacterized protein
COG4276	COG4276	R	Ligand-binding SRPBCC domain
COG4277	COG4277	R	Predicted DNA-binding protein with the Helix-hairpin-helix motif
COG4278	COG4278	S	Uncharacterized protein
COG4281	COG4281	I	Acyl-CoA-binding protein
COG4283	COG4283	S	Uncharacterized protein
COG4284	COG4284	G	UDP-N-acetylglucosamine pyrophosphorylase
COG4286	COG4286	S	Uncharacterized protein, UPF0160 family
COG4288	COG4288	S	Uncharacterized protein
COG4289	COG4289	S	Uncharacterized protein
COG4290	COG4290	F	Guanyl-specific ribonuclease Sa
COG4291	COG4291	S	Uncharacterized membrane protein
COG4292	COG4292	S	Low temperature requirement protein LtrA (function unknown)
COG4297	COG4297	S	Uncharacterized protein YjlB
COG4299	COG4299	R	Predicted acyltransferase
COG4300	COG4300	P	Cadmium resistance protein CadD, predicted permease
COG4301	COG4301	R	Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain
COG4302	COG4302	E	Ethanolamine ammonia-lyase, small subunit
COG4303	COG4303	E	Ethanolamine ammonia-lyase, large subunit
COG4307	COG4307	S	Uncharacterized protein
COG4309	COG4309	S	Uncharacterized conserved protein, DUF2249 family
COG4311	COG4311	E	Sarcosine oxidase delta subunit
COG4312	COG4312	R	Predicted dithiol-disulfide oxidoreductase, DUF899 family
COG4313	COG4313	S	Uncharacterized conserved protein
COG4314	COG4314	P	Nitrous oxide reductase accessory protein NosL
COG4315	COG4315	S	Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)
COG4317	COG4317	F	Xanthosine utilization system component, XapX domain
COG4318	COG4318	S	Uncharacterized protein
COG4319	COG4319	R	Ketosteroid isomerase homolog
COG4321	COG4321	R	Predicted DNA-binding protein, contains Ribbon-helix-helix (RHH) domain
COG4322	COG4322	S	Uncharacterized protein
COG4323	COG4323	S	Uncharacterized protein
COG4324	COG4324	R	Predicted aminopeptidase
COG4326	COG4326	D	Sporulation-control protein spo0M
COG4327	COG4327	S	Uncharacterized membrane protein
COG4333	COG4333	S	Uncharacterized protein
COG4335	COG4335	L	3-methyladenine DNA glycosylase AlkC
COG4336	COG4336	S	Uncharacterized protein YcsI, UPF0317 family
COG4339	COG4339	R	Predicted metal-dependent phosphohydrolase, HD superfamily
COG4340	COG4340	S	Uncharacterized protein
COG4341	COG4341	R	Predicted HD phosphohydrolase
COG4357	COG4357	S	Uncharacterized protein, contains Zn-finger domain of CHY type
COG4365	COG4365	S	Uncharacterized protein YllA, UPF0747 family
COG4373	COG4373	X	Mu-like prophage FluMu protein gp28
COG4380	COG4380	S	Uncharacterized protein
COG4382	COG4382	X	Mu-like prophage protein gp16
COG4383	COG4383	X	Mu-like prophage protein gp29
COG4385	COG4385	X	Bacteriophage P2-related tail formation protein
COG4387	COG4387	X	Mu-like prophage protein gp36
COG4388	COG4388	X	Mu-like prophage I protein
COG4389	COG4389	L	Site-specific recombinase
COG4391	COG4391	S	Uncharacterized conserved protein, contains Zn-finger domain
COG4392	COG4392	E	Branched-chain amino acid transport protein
COG4394	COG4394	S	Uncharacterized protein
COG4395	COG4395	I	Predicted lipid-binding transport protein, Tim44 family
COG4396	COG4396	X	Mu-like prophage host-nuclease inhibitor protein Gam
COG4397	COG4397	X	Mu-like prophage major head subunit gpT
COG4399	COG4399	S	Uncharacterized membrane protein YheB, UPF0754 family
COG4409	COG4409	G	Neuraminidase (sialidase)
COG4412	COG4412N	N	NA
COG4413	COG4413	E	Urea transporter
COG4416	COG4416	X	Mu-like prophage FluMu protein Com
COG4420	COG4420	S	Uncharacterized membrane protein
COG4425	COG4425	S	Uncharacterized membrane protein
COG4427	COG4427	S	Uncharacterized protein
COG4430	COG4430	S	Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family
COG4445	COG4445	J	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)
COG4447	COG4447	R	Uncharacterized protein related to plant photosystem II stability/assembly factor
COG4448	COG4448	E	L-asparaginase II
COG4452	COG4452	V	Inner membrane protein involved in colicin E2 resistance
COG4453	COG4453	S	Uncharacterized conserved protein, DUF1778 family
COG4454	COG4454	R	Uncharacterized copper-binding protein, cupredoxin-like subfamily
COG4455	COG4455	R	Protein of avirulence locus involved in temperature-dependent protein secretion
COG4456	COG4456	S	Virulence-associated protein VagC (function unknown)
COG4457	COG4457	S	Uncharacterized protein
COG4458	COG4458	S	Uncharacterized protein
COG4459	COG4459	C	Periplasmic nitrate reductase system, NapE component
COG4460	COG4460	S	Uncharacterized protein
COG4461	COG4461	S	Uncharacterized protein YPO0702
COG4464	COG4464	T	Tyrosine-protein phosphatase YwqE
COG4469	COG4469	R	Competence protein CoiA-like family, contains a predicted nuclease domain
COG4472	COG4472	S	Uncharacterized protein, UPF0297 family
COG4485	COG4485	S	Uncharacterized membrane protein YfhO
COG4496	COG4496	S	Uncharacterized protein YerC
COG4502	COG4502	F	5'(3')-deoxyribonucleotidase
COG4517	COG4517	S	Uncharacterized protein
COG4519	COG4519	S	Uncharacterized protein
COG4520	COG4520	M	Surface antigen
COG4521	COG4521	P	ABC-type taurine transport system, periplasmic component
COG4525	COG4525	P	ABC-type taurine transport system, ATPase component
